time,theta_0_rad,omega_0_rad_per_s,theta_1_rad,omega_1_rad_per_s,theta_2_rad,omega_2_rad_per_s
16.844999999531456,0.15032834902433678,0.07155024076326576,0.08570287748552155,-0.2415054434441267,-1.0869103044493074,0.872458948867791
16.84599999953142,0.15008009159783775,0.07046541331756064,0.08657412131261089,-0.2550370584964395,-1.0827006362381206,0.8700169989197958
16.84699999953138,0.14981821951099963,0.06938492728640364,0.08744288837155191,-0.26873485534021324,-1.0782275863712738,0.8675057107273664
16.847999999531343,0.14954256634527774,0.06830904569145596,0.08830911020472076,-0.28259927011870006,-1.073491902446849,0.864926831838873
16.848999999531305,0.1492529653603875,0.06723803072061982,0.08917272006172544,-0.2966305078555468,-1.0684945077084702,0.8622820299222871
16.849999999531267,0.14894924973235263,0.06617214354247472,0.09003365282174051,-0.31082852861002547,-1.0632365208259875,0.8595728971536465
16.85099999953123,0.14863125280534675,0.06511164410111253,0.09089184492010541,-0.32519303375111897,-1.0577192753043816,0.8568009543555238
16.85199999953119,0.14829880835716466,0.06405679089178486,0.09174723427894065,-0.339723452432574,-1.0519443384349365,0.8539676548994507
16.852999999531153,0.1479517508780858,0.06300784071786592,0.09259976024155483,-0.3544189283551668,-1.0459135296966708,0.851074388385596
16.853999999531116,0.14758991586279188,0.06196504842973016,0.09344936351042543,-0.3692783069061178,-1.0396289385106088,0.8481224841123367
16.854999999531078,0.1472131401149186,0.06092866664624035,0.09429598608854817,-0.38430012276883085,-1.0330929412446301,0.8451132143477171
16.85599999953104,0.14682126206372312,0.0598989454596508,0.09513957122396467,-0.39948258809883846,-1.0263082173625622,0.8420477974141798
16.856999999531002,0.1464141220922515,0.0588761321248342,0.09598006335728514,-0.4148235813639981,-1.0192777646078712,0.8389274005973358
16.857999999530964,0.1459915628762916,0.057860470733854544,0.09681740807203651,-0.43032063694856515,-1.0120049131099165,0.8357531428889842
16.858999999530926,0.14555342973329916,0.05685220187701949,0.09765155204767481,-0.4459709356217379,-1.004493338299232,0.8325260975740142
16.85999999953089,0.1450995709803801,0.05585156229166059,0.09848244301510996,-0.4617712959716042,-0.9967470725178388,0.8292472946703082
16.86099999953085,0.1446298383003149,0.05485878450000293,0.09931002971460082,-0.4777181669051059,-0.9887705152111409,0.8259177232302464
16.861999999530813,0.14414408711450863,0.05387409643759872,0.10013426185588586,-0.49380762131365297,-0.9805684415896421,0.8225383335119336
